categoria,atributo,valor,fuente
Medicamentos,principio_activo,Caspofungina,extractor_medicamentos
Medicamentos,principio_activo,Cassia Angustifolia,extractor_medicamentos
Medicamentos,principio_activo,Cavedilol,extractor_medicamentos
Medicamentos,principio_activo,Cavilon,extractor_medicamentos
Medicamentos,principio_activo,Cefadroxilo,extractor_medicamentos
Medicamentos,principio_activo,Cefadroxilo monohidrato,extractor_medicamentos
Medicamentos,principio_activo,Cefeadoxilo,extractor_medicamentos
Medicamentos,principio_activo,Cefepima,extractor_medicamentos
Medicamentos,principio_activo,Cefepima clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cefepima clorhidrato monohidrato,extractor_medicamentos
Medicamentos,principio_activo,Cefepima monohidrato diclorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cefepime,extractor_medicamentos
Medicamentos,principio_activo,Cefoperazona,extractor_medicamentos
Medicamentos,principio_activo,Cefoxitin,extractor_medicamentos
Medicamentos,principio_activo,Cefpodoxima,extractor_medicamentos
Medicamentos,principio_activo,Cefpodoxima proxetil,extractor_medicamentos
Medicamentos,principio_activo,Ceftazidima,extractor_medicamentos
Medicamentos,principio_activo,Ceftazidima (pentahidratado),extractor_medicamentos
Medicamentos,principio_activo,Ceftazidima Pentahidratada,extractor_medicamentos
Medicamentos,principio_activo,Ceftazidime,extractor_medicamentos
Medicamentos,principio_activo,Ceftiofur,extractor_medicamentos
Medicamentos,principio_activo,Ceftiofur HCl,extractor_medicamentos
Medicamentos,principio_activo,Ceftozolano,extractor_medicamentos
Medicamentos,principio_activo,Ceftriaxona,extractor_medicamentos
Medicamentos,principio_activo,Ceftriaxona sódica anhidra,extractor_medicamentos
Medicamentos,principio_activo,Ceftriaxsona,extractor_medicamentos
Medicamentos,principio_activo,Cefuroxima sódica,extractor_medicamentos
Medicamentos,principio_activo,Celecoxib,extractor_medicamentos
Medicamentos,principio_activo,Cemento temporal,extractor_medicamentos
Medicamentos,principio_activo,Cephradine,extractor_medicamentos
Medicamentos,principio_activo,Ceramidas,extractor_medicamentos
Medicamentos,principio_activo,Cetilpiridinio Cloruro,extractor_medicamentos
Medicamentos,principio_activo,Cetilpiridino cloruro,extractor_medicamentos
Medicamentos,principio_activo,Cetiricina,extractor_medicamentos
Medicamentos,principio_activo,Cetirizina Clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cetirizina Diclorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cetirizina Diclorohidrato,extractor_medicamentos
Medicamentos,principio_activo,Cetrimonio,extractor_medicamentos
Medicamentos,principio_activo,Cetrorelix,extractor_medicamentos
Medicamentos,principio_activo,Chlorhexidina Gluconato,extractor_medicamentos
Medicamentos,principio_activo,Chlorphenamine Maleate,extractor_medicamentos
Medicamentos,principio_activo,Cianocobalamina,extractor_medicamentos
Medicamentos,principio_activo,Ciclobenzapina,extractor_medicamentos
Medicamentos,principio_activo,Ciclobenzaprina Clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Ciclobenzaprina Hcl,extractor_medicamentos
Medicamentos,principio_activo,Ciclofosfamida,extractor_medicamentos
Medicamentos,principio_activo,Ciclofosfamida monohidrato,extractor_medicamentos
Medicamentos,principio_activo,Ciclopentaxiloxano,extractor_medicamentos
Medicamentos,principio_activo,Ciclopentolato,extractor_medicamentos
Medicamentos,principio_activo,Ciclopentolato Clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Ciclopentolato HCL,extractor_medicamentos
Medicamentos,principio_activo,Ciclopirox Olamina,extractor_medicamentos
Medicamentos,principio_activo,Ciclopiroxolamina,extractor_medicamentos
Medicamentos,principio_activo,Cicloplejico,extractor_medicamentos
Medicamentos,principio_activo,Ciclosporin,extractor_medicamentos
Medicamentos,principio_activo,Ciclosporina,extractor_medicamentos
Medicamentos,principio_activo,Ciclosporina A,extractor_medicamentos
Medicamentos,principio_activo,Ciclosporina-A,extractor_medicamentos
Medicamentos,principio_activo,Cidofovir,extractor_medicamentos
Medicamentos,principio_activo,Cifadroxilo,extractor_medicamentos
Medicamentos,principio_activo,Cilastatina sódica,extractor_medicamentos
Medicamentos,principio_activo,Cimicifuga racemosa,extractor_medicamentos
Medicamentos,principio_activo,Cinacalcet (Clorhidrato),extractor_medicamentos
Medicamentos,principio_activo,Cinacalcet clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cipionato De Estradiol,extractor_medicamentos
Medicamentos,principio_activo,Ciprionato de Estradiol,extractor_medicamentos
Medicamentos,principio_activo,Ciprofloxacino,extractor_medicamentos
Medicamentos,principio_activo,Ciprofloxacino clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Ciproheptadina,extractor_medicamentos
Medicamentos,principio_activo,Ciproheptadina clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Ciproﬂoxacino,extractor_medicamentos
Medicamentos,principio_activo,Cisplatino,extractor_medicamentos
Medicamentos,principio_activo,Cisteamina,extractor_medicamentos
Medicamentos,principio_activo,Citalopram (bromhidrato),extractor_medicamentos
Medicamentos,principio_activo,Citalopram Bromhidrato,extractor_medicamentos
Medicamentos,principio_activo,Citarabina(FK),extractor_medicamentos
Medicamentos,principio_activo,Citidin 5'- monofosfato Sal Sódica,extractor_medicamentos
Medicamentos,principio_activo,Citidin 5'-Monofosfato Sal Sódica,extractor_medicamentos
Medicamentos,principio_activo,Citidin-5 Monofosfato,extractor_medicamentos
Medicamentos,principio_activo,Citidin-5-monofosfato disódico,extractor_medicamentos
Medicamentos,principio_activo,Citrato,extractor_medicamentos
Medicamentos,principio_activo,Citrato Trisódico,extractor_medicamentos
Medicamentos,principio_activo,Citrato de Fentanilo,extractor_medicamentos
Medicamentos,principio_activo,Citrato de Magnesio,extractor_medicamentos
Medicamentos,principio_activo,Citrato de Sodio Dihidratado,extractor_medicamentos
Medicamentos,principio_activo,Citrato de calcio,extractor_medicamentos
Medicamentos,principio_activo,Citrato de maropitan monohidrato,extractor_medicamentos
Medicamentos,principio_activo,Citrato de oxolamina,extractor_medicamentos
Medicamentos,principio_activo,Citrato potasio dihidratado,extractor_medicamentos
Medicamentos,principio_activo,Citrato potasio monohidratado,extractor_medicamentos
Medicamentos,principio_activo,Citrato sodio monohidratado,extractor_medicamentos
Medicamentos,principio_activo,Citric Acid Monohydrate,extractor_medicamentos
Medicamentos,principio_activo,Clavulanato,extractor_medicamentos
Medicamentos,principio_activo,Clavulanato Potásico,extractor_medicamentos
Medicamentos,principio_activo,Clavulanato de potasio,extractor_medicamentos
Medicamentos,principio_activo,Clavulanic acidamoxicillin,extractor_medicamentos
Medicamentos,principio_activo,Clavulanico,extractor_medicamentos
Medicamentos,principio_activo,Clidinio,extractor_medicamentos
Medicamentos,principio_activo,Clindamicin,extractor_medicamentos
Medicamentos,principio_activo,Clindamicina Fosfato,extractor_medicamentos
Medicamentos,principio_activo,Clindamicina clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clindamycin,extractor_medicamentos
Medicamentos,principio_activo,Clinidinio bromuro,extractor_medicamentos
Medicamentos,principio_activo,Clofedanol clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clohexidina gluconato,extractor_medicamentos
Medicamentos,principio_activo,Clohidrato de Metformina,extractor_medicamentos
Medicamentos,principio_activo,Clomipramina clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clonazepám,extractor_medicamentos
Medicamentos,principio_activo,Clonidina hidrocloruro,extractor_medicamentos
Medicamentos,principio_activo,Clonisinato de lisina,extractor_medicamentos
Medicamentos,principio_activo,Clonixato de lisina,extractor_medicamentos
Medicamentos,principio_activo,Clonixinato,extractor_medicamentos
Medicamentos,principio_activo,Clonixinato Lisina,extractor_medicamentos
Medicamentos,principio_activo,Clonixinato de Lisina,extractor_medicamentos
Medicamentos,principio_activo,Cloral Hidratado,extractor_medicamentos
Medicamentos,principio_activo,Cloral hidrato,extractor_medicamentos
Medicamentos,principio_activo,Cloramfenicol,extractor_medicamentos
Medicamentos,principio_activo,Cloranfeniucos,extractor_medicamentos
Medicamentos,principio_activo,Clordiasepoxido,extractor_medicamentos
Medicamentos,principio_activo,Clordiazepoxio,extractor_medicamentos
Medicamentos,principio_activo,Clordiazepóxido (como clorhidrato),extractor_medicamentos
Medicamentos,principio_activo,Clordiazepóxido clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cloreto de sódio,extractor_medicamentos
Medicamentos,principio_activo,Clorfenamina,extractor_medicamentos
Medicamentos,principio_activo,Clorfenamina Maleato,extractor_medicamentos
Medicamentos,principio_activo,Clorfenamina meleato,extractor_medicamentos
Medicamentos,principio_activo,Clorfeniramina,extractor_medicamentos
Medicamentos,principio_activo,Clorferamina,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Diclorohidrato,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Digluconato,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Gluc,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Gluconaio,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina Gluconato,extractor_medicamentos
Medicamentos,principio_activo,Clorhexidina diclorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato De Ciclobenzaprina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato De Lidocaina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato De Ranitidina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato De Tramadol,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato Metformina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Amiodarona,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Anfebutamona,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Articaína,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Fluoxetina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Lidocaína,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Mepivacaina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Mepivacaína,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Mepivicaina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Metformina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Mtilfenidato,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Nilotinib monohidratado,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Ondansetrón,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Papaverina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Pargeverina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Piridoxina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Proparacaina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Proparacaína,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de Sertralina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de articaina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de azelastina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de ciclopentolato,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de clorpromazina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de difenidol,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de diltiazem,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de doxorubicina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de fenilefrina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de hidralazina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de hidroxizina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de metilfenidato,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de midazolam,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de moxifloxacino,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de ondansetron,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de oxibutinina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de proguanil,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de proparacina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de trazodona,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de vancomicina,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de verapamilo,extractor_medicamentos
Medicamentos,principio_activo,Clorhidrato de viquidil,extractor_medicamentos
Medicamentos,principio_activo,Cloridrato de Articaína,extractor_medicamentos
Medicamentos,principio_activo,Clormadinona,extractor_medicamentos
Medicamentos,principio_activo,Clormadinona acetato,extractor_medicamentos
Medicamentos,principio_activo,Clorobutano,extractor_medicamentos
Medicamentos,principio_activo,Clorobutanol,extractor_medicamentos
Medicamentos,principio_activo,Clorocarvacrol,extractor_medicamentos
Medicamentos,principio_activo,Cloroetileno,extractor_medicamentos
Medicamentos,principio_activo,CloroetiloCloruro de etilo,extractor_medicamentos
Medicamentos,principio_activo,Cloroformo deuterado,extractor_medicamentos
Medicamentos,principio_activo,Cloroformo-D1,extractor_medicamentos
Medicamentos,principio_activo,Cloroquina difosfato,extractor_medicamentos
Medicamentos,principio_activo,Clorpromazina (Clorhidrato),extractor_medicamentos
Medicamentos,principio_activo,Clorpromazina clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Clorsulon,extractor_medicamentos
Medicamentos,principio_activo,Clorsulón,extractor_medicamentos
Medicamentos,principio_activo,Clortalidona,extractor_medicamentos
Medicamentos,principio_activo,Clortetraciclina,extractor_medicamentos
Medicamentos,principio_activo,Clortetraciclina Clorhidrato,extractor_medicamentos
Medicamentos,principio_activo,Cloruro De Amonio (Nh4cl),extractor_medicamentos
Medicamentos,principio_activo,Cloruro Férrico Hexahidratado,extractor_medicamentos
Medicamentos,principio_activo,Cloruro Sodio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Adipoilo,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Aluminio hexahidratado,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Benzalconio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Calcio Dihidratado,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de K,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Metiltioninio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Mg x 6 H2O,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de Sodio USP,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de aluminio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de amonio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de banzalconio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de calcio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de cetil piridinio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de cobre. 2H2O,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de colina,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de cromo. 6H2O,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de litio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de mivacurio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de potasio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de potássio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro de sodio (NaCl),extractor_medicamentos
Medicamentos,principio_activo,"Cloruro de sodio, USP (NaCl)",extractor_medicamentos
Medicamentos,principio_activo,Cloruro de trospio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro etílico,extractor_medicamentos
Medicamentos,principio_activo,Cloruro magnesio,extractor_medicamentos
Medicamentos,principio_activo,Cloruro sódico,extractor_medicamentos
Medicamentos,principio_activo,Clorzoxanona,extractor_medicamentos
Medicamentos,principio_activo,Clostridium chauvoei,extractor_medicamentos
Medicamentos,principio_activo,Clotrimazole,extractor_medicamentos
Medicamentos,principio_activo,Cloxacilina sódica,extractor_medicamentos
Medicamentos,principio_activo,Cloxinato de lisina,extractor_medicamentos
Medicamentos,principio_activo,Cobadrina,extractor_medicamentos
Medicamentos,principio_activo,Cobre,extractor_medicamentos
Medicamentos,principio_activo,Codeína Fosfato,extractor_medicamentos
Medicamentos,principio_activo,Codeína fosfato hemihidratado,extractor_medicamentos
Medicamentos,principio_activo,Colato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Colecalciferol,extractor_medicamentos
Medicamentos,principio_activo,Colecalciferol (D3),extractor_medicamentos
Medicamentos,principio_activo,Colecalciferol (Vit D3),extractor_medicamentos
Medicamentos,principio_activo,Colecalciferol (Vitamina D),extractor_medicamentos
Medicamentos,principio_activo,Colestiramina,extractor_medicamentos
Medicamentos,principio_activo,Colidrato de lidocaína,extractor_medicamentos
Medicamentos,principio_activo,Colina,extractor_medicamentos
Medicamentos,principio_activo,Colistimetrato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Colistimétato,extractor_medicamentos
Medicamentos,principio_activo,Colistimétato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Colistimétato sódico,extractor_medicamentos
Medicamentos,principio_activo,Colistina,extractor_medicamentos
Medicamentos,principio_activo,Colistina metansulfonato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Colodión flexible USP,extractor_medicamentos
Medicamentos,principio_activo,Colágeno hidrolizado,extractor_medicamentos
Medicamentos,principio_activo,Complejo Hidróxido Férrico- Sacarosa,extractor_medicamentos
Medicamentos,principio_activo,Complejo hierro sacarosa,extractor_medicamentos
Medicamentos,principio_activo,Complejo protrombina humano,extractor_medicamentos
Medicamentos,principio_activo,Concentrado de proteínas de la leche,extractor_medicamentos
Medicamentos,principio_activo,Concentrado hidrolizado de proteína de suero,extractor_medicamentos
Medicamentos,principio_activo,Condoitina Sulfato,extractor_medicamentos
Medicamentos,principio_activo,Condroitin sulfato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Condroitina sulfato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Condroitín Sulfato,extractor_medicamentos
Medicamentos,principio_activo,Condroitín sulfato sódico,extractor_medicamentos
Medicamentos,principio_activo,Condróitín Sulfato Sódico,extractor_medicamentos
Medicamentos,principio_activo,Conium maculatum,extractor_medicamentos
Medicamentos,principio_activo,Corhexidina,extractor_medicamentos
Medicamentos,principio_activo,Corión gonadotropina alfa,extractor_medicamentos
Medicamentos,principio_activo,Cortexona,extractor_medicamentos
Medicamentos,principio_activo,Cortexona Dexametasona Fosfato Sódico,extractor_medicamentos
Medicamentos,principio_activo,Cortisol,extractor_medicamentos
Medicamentos,principio_activo,Cotrimazol,extractor_medicamentos
Medicamentos,principio_activo,Cresoles,extractor_medicamentos
Medicamentos,principio_activo,Curcuma,extractor_medicamentos
Medicamentos,principio_activo,Curcumina,extractor_medicamentos
Medicamentos,principio_activo,Cúrcuma,extractor_medicamentos
Medicamentos,principio_activo,D'' Hipoglos Ungüento,extractor_medicamentos
Medicamentos,principio_activo,D-Manitol,extractor_medicamentos
Medicamentos,principio_activo,DABIGATRAM,extractor_medicamentos
Medicamentos,principio_activo,DABIGATRAN ETEXILATO,extractor_medicamentos
Medicamentos,principio_activo,DABIGATRÁN ETEXILATO,extractor_medicamentos
Medicamentos,principio_activo,DACARBACINA,extractor_medicamentos
Medicamentos,principio_activo,DANAZOL,extractor_medicamentos
Medicamentos,principio_activo,DANTROLENO,extractor_medicamentos
Medicamentos,principio_activo,DAPAGLIFLOZINA,extractor_medicamentos
Medicamentos,principio_activo,DAPSONA,extractor_medicamentos
Medicamentos,principio_activo,DAPTOMICINA,extractor_medicamentos
Medicamentos,principio_activo,DARATUMUMAB,extractor_medicamentos
Medicamentos,principio_activo,DASANTINIB,extractor_medicamentos
Medicamentos,principio_activo,DASATINIB,extractor_medicamentos
Medicamentos,principio_activo,DAUNORRUBICINA CLORHIDRATO,extractor_medicamentos
Medicamentos,principio_activo,DAUNORUBICINA (CLORHIDRATO),extractor_medicamentos
Medicamentos,principio_activo,DAUNORUBICINA CLORHIDRATO,extractor_medicamentos
Medicamentos,principio_activo,DEET,extractor_medicamentos
Medicamentos,principio_activo,DEFERASIROX,extractor_medicamentos
Medicamentos,principio_activo,DEFEROXAMINA,extractor_medicamentos
Medicamentos,principio_activo,DEFLAZACORT,extractor_medicamentos
Medicamentos,principio_activo,DEGARELIX,extractor_medicamentos
Medicamentos,principio_activo,DENOSUMAB,extractor_medicamentos
Medicamentos,principio_activo,DESFLURANO,extractor_medicamentos
Medicamentos,principio_activo,DESIPRAMINA,extractor_medicamentos
Medicamentos,principio_activo,DESLORATADINA,extractor_medicamentos
Medicamentos,principio_activo,DESMOPRESINA,extractor_medicamentos
Medicamentos,principio_activo,DESOGEST,extractor_medicamentos
Medicamentos,principio_activo,DESOGESTREL,extractor_medicamentos
Medicamentos,principio_activo,DESOXIRRIBONUCLEASA (RH-DORNASA-ALFA),extractor_medicamentos
Medicamentos,principio_activo,DESRAZOXANE,extractor_medicamentos
Medicamentos,principio_activo,DESVENLAFAXINA,extractor_medicamentos
Medicamentos,principio_activo,DEXAMET,extractor_medicamentos
Medicamentos,principio_activo,DEXAMETAZONA FOSFATO SODICO,extractor_medicamentos
Medicamentos,principio_activo,DEXAMETAZONA SODIO FOSFATO,extractor_medicamentos
Medicamentos,principio_activo,DEXRAZOXAN,extractor_medicamentos
Medicamentos,principio_activo,DEXT,extractor_medicamentos
Medicamentos,principio_activo,DEXTRANO 70,extractor_medicamentos
Medicamentos,principio_activo,DEXTROMETORFANO BROMHIDRATO,extractor_medicamentos
Medicamentos,principio_activo,DEXTROSA,extractor_medicamentos
Medicamentos,principio_activo,DEXTROSA (GLUCOSA),extractor_medicamentos
Medicamentos,principio_activo,DEXTROSA (MONOHIDRATO),extractor_medicamentos
Medicamentos,principio_activo,DEXTRÁN-70,extractor_medicamentos
Medicamentos,principio_activo,DF7,extractor_medicamentos
Medicamentos,principio_activo,DI-SODIO HIDROGENOFOSFATO,extractor_medicamentos
Medicamentos,principio_activo,DIAZOXIDA,extractor_medicamentos
Medicamentos,principio_activo,DIAZOXIDO,extractor_medicamentos
Medicamentos,principio_activo,DICHLOREXAN,extractor_medicamentos
Medicamentos,principio_activo,DICHLORHEXAN,extractor_medicamentos
Medicamentos,principio_activo,DICLOFENACO,extractor_medicamentos
Medicamentos,principio_activo,DICLOFENACO COLESTIRAMINA,extractor_medicamentos
Medicamentos,principio_activo,DIETILESTILBESTROL,extractor_medicamentos
Medicamentos,principio_activo,DIFENIDOL,extractor_medicamentos
Medicamentos,principio_activo,DIGOXINA,extractor_medicamentos
Medicamentos,principio_activo,DIHEXAZIN,extractor_medicamentos
Medicamentos,principio_activo,DIHIDROESTREPTOMICINA,extractor_medicamentos
Medicamentos,principio_activo,DILTIAZEM,extractor_medicamentos
Medicamentos,principio_activo,DIMEC.,extractor_medicamentos
Medicamentos,principio_activo,DIMENHIDRINATO,extractor_medicamentos
Medicamentos,principio_activo,DIMETILFUMARATO,extractor_medicamentos
Medicamentos,principio_activo,DIMETILSUFOXIDO,extractor_medicamentos
Medicamentos,principio_activo,DIMETILSULFOXIDO,extractor_medicamentos
Medicamentos,principio_activo,DINITROCLOROBENCENO,extractor_medicamentos
Medicamentos,principio_activo,DINOPROSTONA,extractor_medicamentos
Medicamentos,principio_activo,DIOENOGEST,extractor_medicamentos
Medicamentos,principio_activo,DIOSMINA,extractor_medicamentos
Medicamentos,principio_activo,DIPEROX,extractor_medicamentos
Medicamentos,principio_activo,DIPIRIDAMOL,extractor_medicamentos
Medicamentos,principio_activo,DIPIRONA SÓDICA,extractor_medicamentos
Medicamentos,principio_activo,DISODIO HIDROGENO FOSFATO,extractor_medicamentos
Medicamentos,principio_activo,DISODIO HIDROGENO FOSFATO (NA2HPO4),extractor_medicamentos
Medicamentos,principio_activo,DISULFIRAM,extractor_medicamentos
Medicamentos,principio_activo,DL-alfatocoferol,extractor_medicamentos
Medicamentos,principio_activo,DOBESILATO DE CALCIO,extractor_medicamentos
Medicamentos,principio_activo,DOBSILATO DE CALCIO,extractor_medicamentos
Medicamentos,principio_activo,DOCETAXEL,extractor_medicamentos
Medicamentos,principio_activo,DOCIVIN,extractor_medicamentos
Medicamentos,principio_activo,DOLUT,extractor_medicamentos
Medicamentos,principio_activo,DOLUTEGRAVIR,extractor_medicamentos
Medicamentos,principio_activo,DOMPERIDONA,extractor_medicamentos
Medicamentos,principio_activo,DONPERIDONA,extractor_medicamentos
Medicamentos,principio_activo,DOPAMINA,extractor_medicamentos
Medicamentos,principio_activo,DORZALAMIDA,extractor_medicamentos
Medicamentos,principio_activo,DORZOLAMIDA,extractor_medicamentos
Medicamentos,principio_activo,DORZOLAMINA,extractor_medicamentos
Medicamentos,principio_activo,DOXAZOSINA,extractor_medicamentos
Medicamentos,principio_activo,DOXICICLINA,extractor_medicamentos
Medicamentos,principio_activo,DOXILAMINA,extractor_medicamentos
Medicamentos,principio_activo,DOXORUBICINA LIPOSOM,extractor_medicamentos
Medicamentos,principio_activo,DROSPIR.ETINIL,extractor_medicamentos
Medicamentos,principio_activo,DROSPIREN,extractor_medicamentos
Medicamentos,principio_activo,DROSPIRENONA,extractor_medicamentos
Medicamentos,principio_activo,DUTASTERIDA,extractor_medicamentos
Medicamentos,principio_activo,DUTASTERIDE,extractor_medicamentos
Medicamentos,principio_activo,Dabigatran,extractor_medicamentos
Medicamentos,principio_activo,Dabigatrán Etexilato Mesilato,extractor_medicamentos
Medicamentos,principio_activo,Dacarbazina,extractor_medicamentos
Medicamentos,principio_activo,Dacarbazine,extractor_medicamentos
Medicamentos,principio_activo,Dactinomicina,extractor_medicamentos
Medicamentos,principio_activo,Dalteparina Sodica,extractor_medicamentos
Medicamentos,principio_activo,Dalteparina Sódica,extractor_medicamentos
Medicamentos,principio_activo,Dantroleno sódico hemiheptahidratado,extractor_medicamentos
Medicamentos,principio_activo,Dapagliflozina monohidrato,extractor_medicamentos
Medicamentos,principio_activo,Darunavir,extractor_medicamentos
Medicamentos,principio_activo,Daunorrubicina,extractor_medicamentos
Medicamentos,principio_activo,Daunorubicina,extractor_medicamentos
Medicamentos,principio_activo,De clorfenamina Maleato,extractor_medicamentos
Medicamentos,principio_activo,Decametina,extractor_medicamentos
Medicamentos,principio_activo,Decametrina,extractor_medicamentos
Medicamentos,principio_activo,Decamettrina,extractor_medicamentos
Medicamentos,principio_activo,Decanoato de testosterona,extractor_medicamentos
Medicamentos,principio_activo,Delaglutide,extractor_medicamentos
Medicamentos,principio_activo,Delosartan,extractor_medicamentos
Medicamentos,principio_activo,Deltametrina,extractor_medicamentos
Medicamentos,principio_activo,Deltamettrina,extractor_medicamentos
Medicamentos,principio_activo,Dermatophagoides farinae,extractor_medicamentos
Medicamentos,principio_activo,Dermatophagoides pteronyssinus,extractor_medicamentos
Medicamentos,principio_activo,Desmopresina (acetato trihidratado),extractor_medicamentos
Medicamentos,principio_activo,Desmopresina Acetato,extractor_medicamentos
Medicamentos,principio_activo,Desmopresina Acetato Trihidrato,extractor_medicamentos
Medicamentos,principio_activo,Desmopresina acetato trihidratado,extractor_medicamentos
Medicamentos,principio_activo,Desoxicolato de sodio,extractor_medicamentos
Medicamentos,principio_activo,Desvenlafaxina succinato monohidratado,extractor_medicamentos
Medicamentos,principio_activo,Detomidina,extractor_medicamentos
Medicamentos,principio_activo,Dexametasona,extractor_medicamentos
Medicamentos,principio_activo,Dexametasona 21 fosfato disódico,extractor_medicamentos
Medicamentos,principio_activo,Dexametasona Fosfato Sódico,extractor_medicamentos
Medicamentos,principio_activo,Dexametasona Fosfato USP,extractor_medicamentos
Medicamentos,principio_activo,Dexametasona Sodio Fosfato,extractor_medicamentos
