categoria,atributo,valor,fuente
Computadores,procesador_principal,Intel Pentium M 1.60GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1.70GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1.73GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1.80GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1.86GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1000MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1200MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1300MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1400MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1500MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1600MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 1700MHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 2.00GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 2.10GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 2.13GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 2.26GHz,dict_edu
Computadores,procesador_principal,Intel Pentium M 900MHz,dict_edu
Computadores,procesador_principal,Intel Pentium N3510,dict_edu
Computadores,procesador_principal,Intel Pentium N3520,dict_edu
Computadores,procesador_principal,Intel Pentium N3530,dict_edu
Computadores,procesador_principal,Intel Pentium N3540,dict_edu
Computadores,procesador_principal,Intel Pentium N3700,dict_edu
Computadores,procesador_principal,Intel Pentium N3710,dict_edu
Computadores,procesador_principal,Intel Pentium N4200,dict_edu
Computadores,procesador_principal,Intel Pentium N6415,dict_edu
Computadores,procesador_principal,Intel Pentium P6000,dict_edu
Computadores,procesador_principal,Intel Pentium P6100,dict_edu
Computadores,procesador_principal,Intel Pentium P6200,dict_edu
Computadores,procesador_principal,Intel Pentium P6300,dict_edu
Computadores,procesador_principal,Intel Pentium Silver J5005,dict_edu
Computadores,procesador_principal,Intel Pentium Silver J5040,dict_edu
Computadores,procesador_principal,Intel Pentium Silver N5000,dict_edu
Computadores,procesador_principal,Intel Pentium Silver N5020,dict_edu
Computadores,procesador_principal,Intel Pentium Silver N5030,dict_edu
Computadores,procesador_principal,Intel Pentium Silver N6000,dict_edu
Computadores,procesador_principal,Intel Pentium Silver N6005,dict_edu
Computadores,procesador_principal,Intel Pentium SU2700,dict_edu
Computadores,procesador_principal,Intel Pentium SU4100,dict_edu
Computadores,procesador_principal,Intel Pentium T2060,dict_edu
Computadores,procesador_principal,Intel Pentium T2080,dict_edu
Computadores,procesador_principal,Intel Pentium T2130,dict_edu
Computadores,procesador_principal,Intel Pentium T2310,dict_edu
Computadores,procesador_principal,Intel Pentium T2330,dict_edu
Computadores,procesador_principal,Intel Pentium T2370,dict_edu
Computadores,procesador_principal,Intel Pentium T2390,dict_edu
Computadores,procesador_principal,Intel Pentium T2410,dict_edu
Computadores,procesador_principal,Intel Pentium T3200,dict_edu
Computadores,procesador_principal,Intel Pentium T3400,dict_edu
Computadores,procesador_principal,Intel Pentium T4200,dict_edu
Computadores,procesador_principal,Intel Pentium T4300,dict_edu
Computadores,procesador_principal,Intel Pentium T4400,dict_edu
Computadores,procesador_principal,Intel Pentium T4500,dict_edu
Computadores,procesador_principal,Intel Pentium U5400,dict_edu
Computadores,procesador_principal,Intel Pentium U5600,dict_edu
Computadores,procesador_principal,Intel T1400,dict_edu
Computadores,procesador_principal,Intel T1500,dict_edu
Computadores,procesador_principal,Intel T2050,dict_edu
Computadores,procesador_principal,Intel U300,dict_edu
Computadores,procesador_principal,Intel U300E,dict_edu
Computadores,procesador_principal,Intel Xeon 2.00GHz,dict_edu
Computadores,procesador_principal,Intel XEON 2.20GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 2.40GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 2.80GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.00GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.06GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.20GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.40GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.60GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.73GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3.80GHz,dict_edu
Computadores,procesador_principal,Intel Xeon 3040,dict_edu
Computadores,procesador_principal,Intel Xeon 3050,dict_edu
Computadores,procesador_principal,Intel Xeon 3060,dict_edu
Computadores,procesador_principal,Intel Xeon 3065,dict_edu
Computadores,procesador_principal,Intel Xeon 3070,dict_edu
Computadores,procesador_principal,Intel Xeon 3075,dict_edu
Computadores,procesador_principal,Intel Xeon 3085,dict_edu
Computadores,procesador_principal,Intel Xeon 5110,dict_edu
Computadores,procesador_principal,Intel Xeon 5120,dict_edu
Computadores,procesador_principal,Intel Xeon 5130,dict_edu
Computadores,procesador_principal,Intel Xeon 5133,dict_edu
Computadores,procesador_principal,Intel Xeon 5140,dict_edu
Computadores,procesador_principal,Intel Xeon 5148,dict_edu
Computadores,procesador_principal,Intel Xeon 5150,dict_edu
Computadores,procesador_principal,Intel Xeon 5160,dict_edu
Computadores,procesador_principal,Intel Xeon 6325P,dict_edu
Computadores,procesador_principal,Intel Xeon 6353P,dict_edu
Computadores,procesador_principal,Intel Xeon 6369P,dict_edu
Computadores,procesador_principal,Intel Xeon 6517P,dict_edu
Computadores,procesador_principal,Intel Xeon 6520P,dict_edu
Computadores,procesador_principal,Intel Xeon 6521P,dict_edu
Computadores,procesador_principal,Intel Xeon 6530P,dict_edu
Computadores,procesador_principal,Intel Xeon 6736P,dict_edu
Computadores,procesador_principal,Intel Xeon 6737P,dict_edu
Computadores,procesador_principal,Intel Xeon 6740P,dict_edu
Computadores,procesador_principal,Intel Xeon 6741P,dict_edu
Computadores,procesador_principal,Intel Xeon 6747P,dict_edu
Computadores,procesador_principal,Intel Xeon 6760P,dict_edu
Computadores,procesador_principal,Intel Xeon 6787P,dict_edu
Computadores,procesador_principal,Intel Xeon,dict_edu
Computadores,procesador_principal,Intel Xeon Bronze 3104,dict_edu
Computadores,procesador_principal,Intel Xeon Bronze 3106,dict_edu
Computadores,procesador_principal,Intel Xeon Bronze 3204,dict_edu
Computadores,procesador_principal,Intel Xeon Bronze 3206R,dict_edu
Computadores,procesador_principal,Intel Xeon Bronze 3408U,dict_edu
Computadores,procesador_principal,Intel Xeon D-1518,dict_edu
Computadores,procesador_principal,Intel Xeon D-1520,dict_edu
Computadores,procesador_principal,Intel Xeon D-1521,dict_edu
Computadores,procesador_principal,Intel Xeon D-1527,dict_edu
Computadores,procesador_principal,Intel Xeon D-1528,dict_edu
Computadores,procesador_principal,Intel Xeon D-1531,dict_edu
Computadores,procesador_principal,Intel Xeon D-1537,dict_edu
Computadores,procesador_principal,Intel Xeon D-1539,dict_edu
Computadores,procesador_principal,Intel Xeon D-1540,dict_edu
Computadores,procesador_principal,Intel Xeon D-1541,dict_edu
Computadores,procesador_principal,Intel Xeon D-1548,dict_edu
Computadores,procesador_principal,Intel Xeon D-1557,dict_edu
Computadores,procesador_principal,Intel Xeon D-1559,dict_edu
Computadores,procesador_principal,Intel Xeon D-1567,dict_edu
Computadores,procesador_principal,Intel Xeon D-1577,dict_edu
Computadores,procesador_principal,Intel Xeon D-1581,dict_edu
Computadores,procesador_principal,Intel Xeon D-1587,dict_edu
Computadores,procesador_principal,Intel Xeon D-1602,dict_edu
Computadores,procesador_principal,Intel Xeon D-1622,dict_edu
Computadores,procesador_principal,Intel Xeon D-1715TER,dict_edu
Computadores,procesador_principal,Intel Xeon D-1718T,dict_edu
Computadores,procesador_principal,Intel Xeon D-1726,dict_edu
Computadores,procesador_principal,Intel Xeon D-1732TE,dict_edu
Computadores,procesador_principal,Intel Xeon D-1733NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-1736NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-1746TER,dict_edu
Computadores,procesador_principal,Intel Xeon D-1747NTE,dict_edu
Computadores,procesador_principal,Intel Xeon D-2123IT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2141I,dict_edu
Computadores,procesador_principal,Intel Xeon D-2143IT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2146NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2166NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2183IT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2187NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2712T,dict_edu
Computadores,procesador_principal,Intel Xeon D-2733NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2752TER,dict_edu
Computadores,procesador_principal,Intel Xeon D-2753NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2766NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2775TE,dict_edu
Computadores,procesador_principal,Intel Xeon D-2795NT,dict_edu
Computadores,procesador_principal,Intel Xeon D-2796TE,dict_edu
Computadores,procesador_principal,Intel Xeon D-2799,dict_edu
Computadores,procesador_principal,Intel Xeon E-2104G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2124,dict_edu
Computadores,procesador_principal,Intel Xeon E-2124G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2126G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2134,dict_edu
Computadores,procesador_principal,Intel Xeon E-2136,dict_edu
Computadores,procesador_principal,Intel Xeon E-2144G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2146G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2174G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2176G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2176M,dict_edu
Computadores,procesador_principal,Intel Xeon E-2186G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2186M,dict_edu
Computadores,procesador_principal,Intel Xeon E-2224,dict_edu
Computadores,procesador_principal,Intel Xeon E-2224G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2226G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2234,dict_edu
Computadores,procesador_principal,Intel Xeon E-2236,dict_edu
Computadores,procesador_principal,Intel Xeon E-2244G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2246G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2254ML,dict_edu
Computadores,procesador_principal,Intel Xeon E-2274G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2276G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2276M,dict_edu
Computadores,procesador_principal,Intel Xeon E-2276ME,dict_edu
Computadores,procesador_principal,Intel Xeon E-2276ML,dict_edu
Computadores,procesador_principal,Intel Xeon E-2278G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2278GE,dict_edu
Computadores,procesador_principal,Intel Xeon E-2278GEL,dict_edu
Computadores,procesador_principal,Intel Xeon E-2286G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2286M,dict_edu
Computadores,procesador_principal,Intel Xeon E-2288G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2314,dict_edu
Computadores,procesador_principal,Intel Xeon E-2324G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2334,dict_edu
Computadores,procesador_principal,Intel Xeon E-2336,dict_edu
Computadores,procesador_principal,Intel Xeon E-2356G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2374G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2378,dict_edu
Computadores,procesador_principal,Intel Xeon E-2378G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2386G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2388G,dict_edu
Computadores,procesador_principal,Intel Xeon E-2436,dict_edu
Computadores,procesador_principal,Intel Xeon E-2456,dict_edu
Computadores,procesador_principal,Intel Xeon E-2468,dict_edu
Computadores,procesador_principal,Intel Xeon E-2478,dict_edu
Computadores,procesador_principal,Intel Xeon E-2488,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1205 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220L,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220L V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1220L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1225,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1225 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1225 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1225 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1225 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1226 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1230L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1231 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1235,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1235L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1240L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1241 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1245,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1245 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1245 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1245 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1245 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1246 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1260L,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1260L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1265L,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1265L V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1265L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1265L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1268L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1268L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1270L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1271 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1275L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1276 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1280,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1280 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1280 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1280 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1280 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1281 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1285 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1285 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1285 v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1285L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1285L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1286 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1286L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1290,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1290 V2,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1505L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1505L v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1505M v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1505M v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1515M v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1535M v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1535M v6,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1545M v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1575M v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1585 v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3-1585L v5,dict_edu
Computadores,procesador_principal,Intel Xeon E3110,dict_edu
Computadores,procesador_principal,Intel Xeon E3113,dict_edu
Computadores,procesador_principal,Intel Xeon E3120,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1410,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1410 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1428L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1603,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1603 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1603 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1607,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1607 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1607 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1607 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1620,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1620 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1620 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1620 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1630 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1630 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1650,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1650 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1650 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1650 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1660,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1660 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1660 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1660 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1680 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1680 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1680 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-1681 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2403,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2403 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2407,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2407 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2418L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2418L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2420,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2420 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2428L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2430,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2430 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2430L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2430L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2440,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2440 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2448L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2450,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2450 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2450L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2470,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2470 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2603,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2603 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2603 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2603 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2608L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2608L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2609,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2609 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2609 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2609 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2618L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2618L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2620,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2620 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2620 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2620 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2623 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2623 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2628 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2628L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2628L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2628L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2629 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2630L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2637,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2637 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2637 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2637 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2640,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2640 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2640 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2640 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2643,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2643 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2643 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2643 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2648L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2648L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2648L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2648L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2649 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650L,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650L v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650L v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2650L v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2651 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2658,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2658 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2658 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2658 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2658A v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2660,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2660 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2660 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2660 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2663 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2665,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2666 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2667,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2667 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2667 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2667 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2669 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2670,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2670 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2670 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2673 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2673 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2673 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2675 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2676 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2676 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2678 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2679 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2680,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2680 v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2680 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2680 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2680R v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2682 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2683 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2683 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2685 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2686 v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2686 v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2687W,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2687W v2,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2687W v3,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2687W v4,dict_edu
Computadores,procesador_principal,Intel Xeon E5-2689,dict_edu
