categoria,atributo,valor,atributo_complementario,complemento
Computadores,procesador_principal,AMD Phenom 9750 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom 9750 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom 9850 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom 9850 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom 9950 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom 9950 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom FX-5000 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom FX-5000 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom FX-5200 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom FX-5200 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II N620 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II N620 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II N640 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II N640 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II N660 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II N660 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II N830 3+1,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II N830 3+1,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II N830 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II N830 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II N850 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II N850 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II N870 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II N870 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II N930 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II N930 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II N950 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II N950 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II N970 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II N970 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II P650 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II P650 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II P820 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II P820 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II P840 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II P840 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II P860 Triple-Core,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II P860 Triple-Core,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II P920 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II P920 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II P940 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II P940 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II P960 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II P960 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X2 511,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 511,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 521,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 521,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 545,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 545,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 550,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 550,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 555,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 555,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 560,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 560,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 565,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 565,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 570,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 570,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B53,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B53,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B55,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B55,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B57,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B57,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B59,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X2 B59,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X3 700e,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 700e,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 705e,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 705e,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 710,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 710,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 720,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 720,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 740,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 740,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B73,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B73,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B75,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B75,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B77,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom II X3 B77,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom II X4 805,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 805,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 810,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 810,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 820,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 820,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 830,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 830,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 840,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 840,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 840T,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 840T,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 850,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 850,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 900e,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 900e,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 905e,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 905e,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 910,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 910,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 910e,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 910e,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 920,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 920,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 925,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 925,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 940,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 940,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 945,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 945,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 955,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 955,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 960T,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 960T,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 965,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 965,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 970,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 970,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 973,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 973,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 975,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 975,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 977,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 977,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 980,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 980,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B05e,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B05e,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B15e,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B15e,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B25,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B25,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B35,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B35,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B40,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B40,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B45,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B45,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B50,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B50,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B55,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B55,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B60,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B60,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B65,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B65,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B70,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B70,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B93,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B93,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B95,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B95,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B97,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B97,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B99,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X4 B99,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X6 1035T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1035T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1045T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1045T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1055T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1055T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1065T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1065T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1075T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1075T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1090T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1090T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1100T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1100T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1405T,nucleos_procesador,6
Computadores,procesador_principal,AMD Phenom II X6 1405T,hilos_procesador,6
Computadores,procesador_principal,AMD Phenom II X620 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X620 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X640 Dual-Core,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom II X640 Dual-Core,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom II X920 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X920 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom II X940 Quad-Core,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom II X940 Quad-Core,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-5060,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-5060,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-6060,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-6060,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-7060,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GE-7060,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GP-7730,nucleos_procesador,2
Computadores,procesador_principal,AMD Phenom X2 Dual-Core GP-7730,hilos_procesador,2
Computadores,procesador_principal,AMD Phenom X3 8550,nucleos_procesador,3
Computadores,procesador_principal,AMD Phenom X3 8550,hilos_procesador,3
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9500,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9500,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9530,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9530,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9600,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9600,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9730,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GP-9730,hilos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GS-6560,nucleos_procesador,4
Computadores,procesador_principal,AMD Phenom X4 Quad-Core GS-6560,hilos_procesador,4
Computadores,procesador_principal,AMD QC-4000,nucleos_procesador,4
Computadores,procesador_principal,AMD QC-4000,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 1200,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 1200,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 1300X,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 1300X,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 210,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 210,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 2200G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2200G,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2200GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2200GE,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2200U,nucleos_procesador,2
Computadores,procesador_principal,AMD Ryzen 3 2200U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2300U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2300U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2300X,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 2300X,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3100,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3100,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 3200G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3200G,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3200GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3200GE,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3200U,nucleos_procesador,2
Computadores,procesador_principal,AMD Ryzen 3 3200U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3250C,nucleos_procesador,2
Computadores,procesador_principal,AMD Ryzen 3 3250C,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3250U,nucleos_procesador,2
Computadores,procesador_principal,AMD Ryzen 3 3250U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3300U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3300U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3300X,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3300X,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 3350U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 3350U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 4100,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 4100,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 4300G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 4300G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 4300GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 4300GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 4300U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 4300U,hilos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5300G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5300G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 5300GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5300GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 5300U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5300U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 5400U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5400U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 5425U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 5425U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 7320C,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 7320C,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 7320U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 7320U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 7330U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 7330U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 7335U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 7335U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 7440U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 7440U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 8300G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 8300G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 8300GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 8300GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 3 8440U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 3 8440U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 1400,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 1400,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 1500X,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 1500X,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 1600,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 1600,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 1600X,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 1600X,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 220,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 220,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 230,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 230,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 240,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 240,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 2400G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 2400G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 2400GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 2400GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 2500U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 2500U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 2500X,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 2500X,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 2600,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 2600,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 2600E,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 2600E,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 2600H,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 2600H,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 2600X,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 2600X,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 3350G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3350G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3350GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3350GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3400G,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3400G,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3400GE,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3400GE,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3450U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3450U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3500,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3500,hilos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3500C,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3500C,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3500U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3500U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3500X,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3500X,hilos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3550H,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3550H,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3550U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3550U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3580U,nucleos_procesador,4
Computadores,procesador_principal,AMD Ryzen 5 3580U,hilos_procesador,8
Computadores,procesador_principal,AMD Ryzen 5 3600,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3600,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 3600X,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3600X,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 3600XT,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 3600XT,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4400G,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4400G,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4500,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4500,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4500U,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4500U,hilos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600G,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600G,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4600GE,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600GE,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4600H,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600H,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4600HS,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600HS,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 4600U,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 4600U,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5500,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5500,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5500GT,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5500GT,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5500U,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5500U,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5560U,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5560U,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600G,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600G,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600GE,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600GE,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600GT,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600GT,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600H,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600H,hilos_procesador,12
Computadores,procesador_principal,AMD Ryzen 5 5600U,nucleos_procesador,6
Computadores,procesador_principal,AMD Ryzen 5 5600U,hilos_procesador,12
